75;3e ;App. 7D;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;
76;3e ;App. 7D;Watermeter;EA;In Meterkast;a;ø15;Knel;
77;3e ;App. 7E;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;
78;3e ;App. 7E;Watermeter;EA;In Meterkast;a;ø15;Knel;
79;3e ;App. 7F;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;
80;3e ;App. 7F;Watermeter;EA;In Meterkast;a;ø15;Knel;
81;3e ;App. 7G;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;
82;3e ;App. 7G;Watermeter;EA;In Meterkast;a;ø15;Knel;
83;3e ;App. 7H;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;
84;3e ;App. 7H;Watermeter;EA;In Meterkast;a;ø15;Knel;
85;B.G.;App. 4C;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;Knel
86;B.G.;App. 4D;CV Ketel;Inlaat C.;Onder Ketel;a;ø15;Knel;Knel
;;;;;;;;;
Keerklep:;;Opmerking:;;;;;;;
23-20-16;;Voor CA beveiliging een afsluiter met aftapper plaatsen;;;;;;;
